Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME流体模板: 利口酒
extracells:pattern.fluid:0, ME流体模板: 可可利口酒
extracells:pattern.fluid:0, ME流体模板: 亚硫酸
extracells:pattern.fluid:0, ME流体模板: 等离子物质
extracells:pattern.fluid:0, ME流体模板: 熔融三钛合金
extracells:pattern.fluid:0, ME流体模板: 熔融焦黑石头
extracells:pattern.fluid:0, ME流体模板: 熔融黑曜石
extracells:pattern.fluid:0, ME流体模板: 熔融粘土
extracells:pattern.fluid:0, ME流体模板: 液态泥土
extracells:pattern.fluid:0, ME流体模板: 熔融绿宝石
extracells:pattern.fluid:0, ME流体模板: 血
extracells:pattern.fluid:0, ME流体模板: 液态蓝色史莱姆
extracells:pattern.fluid:0, ME流体模板: 液态紫色史莱姆
extracells:pattern.fluid:0, ME流体模板: 液态黄铀
extracells:pattern.fluid:0, ME流体模板: 液态蓝晶
extracells:pattern.fluid:0, ME流体模板: fluid.fuelcolumn
extracells:pattern.fluid:0, ME流体模板: 熔融铝
extracells:pattern.fluid:0, ME流体模板: 熔融氧化铝
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（白色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（橙色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（品红色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（淡蓝色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（黄色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（黄绿色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（粉色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（灰色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（淡灰色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（青色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（紫色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（蓝色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（棕色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（绿色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（红色）
extracells:pattern.fluid:0, ME流体模板: 熔融玻璃（黑色）
extracells:pattern.fluid:0, ME流体模板: 熔融源质钢
extracells:pattern.fluid:0, ME流体模板: 熔融强化黑曜石
extracells:pattern.fluid:0, ME流体模板: 熔融强化荧石
extracells:pattern.fluid:0, ME流体模板: 熔融秘银
extracells:pattern.fluid:0, ME流体模板: 熔融Tritanium
extracells:pattern.fluid:0, ME流体模板: 液态阿迪特
extracells:pattern.fluid:0, ME流体模板: 液态钴
extracells:pattern.fluid:0, ME流体模板: 液态铱
extracells:pattern.fluid:0, ME流体模板: 液态秘银
extracells:pattern.fluid:0, ME流体模板: 液态Tritanium
extracells:pattern.fluid:0, ME流体模板: 液态铀
extracells:pattern.fluid:0, ME流体模板: 液态黄铀
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k-ME存储组件
extracells:storage.component:1, 1024k-ME存储组件
extracells:storage.component:2, 4096k-ME存储组件
extracells:storage.component:3, 16384k-ME存储组件
extracells:storage.component:4, 1k-ME流体存储组件
extracells:storage.component:5, 4k-ME流体存储组件
extracells:storage.component:6, 16k-ME流体存储组件
extracells:storage.component:7, 64k-ME流体存储组件
extracells:storage.component:8, 256k-ME流体存储组件
extracells:storage.component:9, 1024k-ME流体存储组件
extracells:storage.component:10, 4096k-ME流体存储组件
extracells:storage.component:11, 1k-ME气体存储组件
extracells:storage.component:12, 4k-ME气体存储组件
extracells:storage.component:13, 16k-ME气体存储组件
extracells:storage.component:14, 64k-ME气体存储组件
extracells:storage.component:15, 256k-ME气体存储组件
extracells:storage.component:16, 1024k-ME气体存储组件
extracells:storage.component:17, 4096k-ME气体存储组件
extracells:storage.casing:0, 高级存储外壳
extracells:storage.casing:1, 流体存储外壳
extracells:storage.casing:2, 气体存储外壳
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:storage.gas.portable:0, ME便携式气体存储器
extracells:storage.gas.portable:0, ME便携式气体存储器
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade:2, ME升级 (Tier 1)
extracells:oc.upgrade:1, ME升级 (Tier 2)
extracells:oc.upgrade:0, ME升级 (Tier 3)
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, 海象
extracells:fluidcrafter, ME流体装配室
extracells:ecbaseblock, ME流体接口
extracells:fluidfiller, 流体自动装填机
extracells:hardmedrive, ME防爆驱动器
extracells:vibrantchamberfluid, 流体谐振仓
sonarcore:reinforcedstoneblock, 强化石头
sonarcore:reinforcedstonestairs, 强化石楼梯
sonarcore:reinforcedstonefence, 强化石栅栏
sonarcore:reinforcedstonegate, 强化石栅栏门
sonarcore:reinforcedstonebrick, 强化石砖
sonarcore:reinforcedstonebrickstairs, 强化石砖楼梯
sonarcore:reinforcedstonebrickfence, 强化石砖栅栏
sonarcore:reinforcedstonebrickgate, 强化石砖栅栏门
sonarcore:reinforceddirtblock, 强化泥土
sonarcore:reinforceddirtstairs, 强化土楼梯
sonarcore:reinforceddirtfence, 强化土栅栏
sonarcore:reinforceddirtgate, 强化土栅栏门
sonarcore:reinforceddirtbrick, 强化土砖
sonarcore:reinforceddirtbrickstairs, 强化土砖楼梯
sonarcore:reinforceddirtbrickfence, 强化土砖栅栏
sonarcore:reinforceddirtbrickgate, 强化土砖栅栏门
sonarcore:stablestone_normal, 稳定石头
sonarcore:stablestonerimmed_normal, 灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_normal, 灰色镶边深色稳定石块
sonarcore:stablestone_black, 黑色稳定石块
sonarcore:stablestonerimmed_black, 黑色镶边稳定石块
sonarcore:stablestoneblackrimmed_black, 黑色镶边深色稳定石块
sonarcore:stablestone_blue, 蓝色稳定石块
sonarcore:stablestonerimmed_blue, 蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_blue, 蓝色镶边深色稳定石块
sonarcore:stablestone_brown, 棕色稳定石块
sonarcore:stablestonerimmed_brown, 棕色镶边稳定石块
sonarcore:stablestoneblackrimmed_brown, 棕色镶边深色稳定石块
sonarcore:stablestone_cyan, 青色稳定石块
sonarcore:stablestonerimmed_cyan, 青色镶边稳定石块
sonarcore:stablestoneblackrimmed_cyan, 青色镶边深色稳定石块
sonarcore:stablestone_green, 绿色稳定石块
sonarcore:stablestonerimmed_green, 绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_green, 绿色镶边深色稳定石块
sonarcore:stablestone_lightblue, 淡蓝色稳定石块
sonarcore:stablestonerimmed_lightblue, 淡蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightblue, 淡蓝色镶边深色稳定石块
sonarcore:stablestone_lightgrey, 淡灰色稳定石块
sonarcore:stablestonerimmed_lightgrey, 淡灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightgrey, 淡灰色镶边深色稳定石块
sonarcore:stablestone_lime, 黄绿色稳定石块
sonarcore:stablestonerimmed_lime, 黄绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_lime, 黄绿色镶边深色稳定石块
sonarcore:stablestone_magenta, 品红色稳定石块
sonarcore:stablestonerimmed_magenta, 品红色镶边稳定石块
sonarcore:stablestoneblackrimmed_magenta, 品红色镶边深色稳定石块
sonarcore:stablestone_orange, 橙色稳定石块
sonarcore:stablestonerimmed_orange, 橙色镶边稳定石块
sonarcore:stablestoneblackrimmed_orange, 橙色镶边深色稳定石块
sonarcore:stablestone_pink, 粉色稳定石块
sonarcore:stablestonerimmed_pink, 粉色镶边稳定石块
sonarcore:stablestoneblackrimmed_pink, 粉色镶边深色稳定石块
sonarcore:stablestone_plain, 平滑稳定石块
sonarcore:stablestonerimmed_plain, 平滑镶边稳定石块
sonarcore:stablestoneblackrimmed_plain, 平滑镶边深色稳定石块
sonarcore:stablestone_purple, 紫色稳定石块
sonarcore:stablestonerimmed_purple, 紫色镶边稳定石块
sonarcore:stablestoneblackrimmed_purple, 紫色镶边深色稳定石块
sonarcore:stablestone_red, 红色稳定石块
sonarcore:stablestonerimmed_red, 红色镶边稳定石块
sonarcore:stablestoneblackrimmed_red, 红色镶边深色稳定石块
sonarcore:stablestone_yellow, 黄色稳定石块
sonarcore:stablestonerimmed_yellow, 黄色镶边稳定石块
sonarcore:stablestoneblackrimmed_yellow, 黄色镶边深色稳定石块
sonarcore:stableglass, 稳定玻璃
sonarcore:clearstableglass, 透明稳定玻璃
microblockcbe:saw_stone, 石手锯
microblockcbe:saw_iron, 铁手锯
microblockcbe:saw_diamond, 钻石手锯
microblockcbe:stone_rod, 石棍
geolosys:ore:0, 赤铁矿
geolosys:ore:1, 褐铁矿
geolosys:ore:2, 孔雀石
geolosys:ore:3, 蓝铜矿
geolosys:ore:4, 锡石
geolosys:ore:5, 硫锡铅矿
geolosys:ore:6, 方铅矿
geolosys:ore:7, 铝土矿
geolosys:ore:8, 铂矿
geolosys:ore:9, 钙铀云母
geolosys:ore:10, 闪锌矿
geolosys:ore_sample:0, 赤铁矿样本
geolosys:ore_sample:1, 褐铁矿样本
geolosys:ore_sample:2, 孔雀石样本
geolosys:ore_sample:3, 蓝铜矿样本
geolosys:ore_sample:4, 锡石样本
geolosys:ore_sample:5, 硫锡铅矿样本
geolosys:ore_sample:6, 方铅矿样本
geolosys:ore_sample:7, 铝土矿样本
geolosys:ore_sample:8, 铂矿样本
geolosys:ore_sample:9, 钙铀云母样本
geolosys:ore_sample:10, 闪锌矿样本
geolosys:ore_vanilla:0, 煤炭
geolosys:ore_vanilla:1, 朱砂
geolosys:ore_vanilla:2, 金矿
geolosys:ore_vanilla:3, 青金岩
geolosys:ore_vanilla:4, 石英
geolosys:ore_vanilla:5, 金伯利岩
geolosys:ore_vanilla:6, 绿柱石
geolosys:ore_sample_vanilla:0, 煤炭样本
geolosys:ore_sample_vanilla:1, 朱砂样本
geolosys:ore_sample_vanilla:2, 金矿样本
geolosys:ore_sample_vanilla:3, 青金岩样本
geolosys:ore_sample_vanilla:4, 石英样本
geolosys:ore_sample_vanilla:5, 金伯利岩样本
geolosys:ore_sample_vanilla:6, 绿柱石样本
geolosys:cluster:0, 铁矿簇
geolosys:cluster:1, 金矿簇
geolosys:cluster:2, 铜矿簇
geolosys:cluster:3, 锡矿簇
geolosys:cluster:4, 银矿簇
geolosys:cluster:5, 铅矿簇
geolosys:cluster:6, 铝矿簇
geolosys:cluster:7, 镍矿簇
geolosys:cluster:8, 铂矿簇
geolosys:cluster:9, 铀矿簇
geolosys:cluster:10, 锌矿簇
geolosys:cluster:11, 黄铀矿簇
geolosys:cluster:12, 锇矿簇
geolosys:field_manual, item.geolosys.field_manual.name
geolosys:ingot:0, 铜锭
geolosys:ingot:1, 锡锭
geolosys:ingot:2, 银锭
geolosys:ingot:3, 铅锭
geolosys:ingot:4, 铝锭
geolosys:ingot:5, 镍锭
geolosys:ingot:6, 铂锭
geolosys:ingot:7, 锌锭
geolosys:coal:0, 泥炭
geolosys:coal:1, 褐煤
geolosys:coal:2, 烟煤
geolosys:coal:3, 无烟煤
geolosys:pro_pick, item.geolosys.pro_pick.name
geolosys:coal_coke:0, 褐焦煤
geolosys:coal_coke:1, 烟焦煤
thermalexpansion:machine:0, 红石炉 (基础)
thermalexpansion:machine:1, 磨粉机 (基础)
thermalexpansion:machine:2, 锯木机 (基础)
thermalexpansion:machine:3, 感应炉 (基础)
thermalexpansion:machine:4, 有机灌注器 (基础)
thermalexpansion:machine:5, 压缩机 (基础)
thermalexpansion:machine:6, 熔岩炉 (基础)
thermalexpansion:machine:7, 流体精炼机 (基础)
thermalexpansion:machine:8, 流体转置机 (基础)
thermalexpansion:machine:9, 能量灌注机 (基础)
thermalexpansion:machine:10, 离心机 (基础)
thermalexpansion:machine:11, 循环装配台 (基础)
thermalexpansion:machine:12, 药水酿造机 (基础)
thermalexpansion:machine:13, 附魔机 (基础)
thermalexpansion:machine:14, 冷冻机 (基础)
thermalexpansion:machine:15, 造石机 (基础)
thermalexpansion:device:0, 蓄水器
thermalexpansion:device:1, 焚毁炉
thermalexpansion:device:2, 外置散热器
thermalexpansion:device:3, 树汁提取器
thermalexpansion:device:4, 水产捕捞器
thermalexpansion:device:5, 物品分配器
thermalexpansion:device:6, 流体分配器
thermalexpansion:device:7, 矿词转换器
thermalexpansion:device:8, 经验液化器
thermalexpansion:device:9, 药水雾化器
thermalexpansion:device:10, 公式处理器
thermalexpansion:device:11, 生物捕捉器
thermalexpansion:device:12, 真空箱子
thermalexpansion:dynamo:0, 蒸汽能源炉 (基础)
thermalexpansion:dynamo:1, 热力能源炉 (基础)
thermalexpansion:dynamo:2, 压缩能源炉 (基础)
thermalexpansion:dynamo:3, 反应能源炉 (基础)
thermalexpansion:dynamo:4, 弱化能源炉 (基础)
thermalexpansion:dynamo:5, 通货能源炉 (基础)
thermalexpansion:cell:0, 能量单元 (基础)
thermalexpansion:tank:0, 便携储罐 (基础)
thermalexpansion:cache:0, 储物箱 (基础)
thermalexpansion:strongbox:0, 保险箱 (基础)
thermalexpansion:capacitor:0, 通量电容（基础）
thermalexpansion:capacitor:1, 通量电容（硬化）
thermalexpansion:capacitor:2, 通量电容（强化）
thermalexpansion:capacitor:3, 通量电容（信素）
thermalexpansion:capacitor:4, 通量电容（谐振）
thermalexpansion:capacitor:32000, 通量电容（创造）
thermalexpansion:reservoir:0, 大桶（基础）
thermalexpansion:reservoir:1, 大桶（硬化）
thermalexpansion:reservoir:2, 大桶（强化）
thermalexpansion:reservoir:3, 大桶（信素）
thermalexpansion:reservoir:4, 大桶（谐振）
thermalexpansion:reservoir:32000, 大桶（创造）
thermalexpansion:satchel:0, 背包（基础）
thermalexpansion:satchel:1, 背包（硬化）
thermalexpansion:satchel:2, 背包（强化）
thermalexpansion:satchel:3, 背包（信素）
thermalexpansion:satchel:4, 背包（谐振）
thermalexpansion:satchel:100, 背包（虚空）
thermalexpansion:satchel:32000, 背包（创造）
thermalexpansion:frame:0, 机器框架
thermalexpansion:frame:64, 设备框架
thermalexpansion:frame:128, 能量单元框架
thermalexpansion:frame:129, 硬化能量单元框架
thermalexpansion:frame:130, 强化能量单元框架（空）
thermalexpansion:frame:131, 信素能量单元框架（空）
thermalexpansion:frame:132, 谐振能量单元框架（空）
thermalexpansion:frame:146, 强化能量单元框架（满）
thermalexpansion:frame:147, 信素能量单元框架（满）
thermalexpansion:frame:148, 谐振能量单元框架（满）
thermalexpansion:augment:128, 升级: 辅助接受线圈
thermalexpansion:augment:129, 升级: 辅助筛子装置
thermalexpansion:augment:130, 升级: 副产焚毁舱室
thermalexpansion:augment:256, 升级: 混合烹饪仓室
thermalexpansion:augment:257, 升级: 通量阳极电镀
thermalexpansion:augment:258, 升级: 高温热解转化
thermalexpansion:augment:273, 升级: 板块矿质引发
thermalexpansion:augment:288, 升级: 树脂导流通道
thermalexpansion:augment:303, 升级: 冶金元素自持
thermalexpansion:augment:304, 升级: 炽焱高温裂解
thermalexpansion:augment:320, 升级: 土壤肥力恢复
thermalexpansion:augment:323, 升级: 树苗灌注基底
thermalexpansion:augment:324, 升级: 自动轮作循环
thermalexpansion:augment:336, 升级: 通货铸造授权
thermalexpansion:augment:337, 升级: 齿轮工作模具
thermalexpansion:augment:352, 升级: 热量对流循环
thermalexpansion:augment:368, 升级: 原油回流蒸馏
thermalexpansion:augment:369, 升级: 炼金术反应釜
thermalexpansion:augment:400, 升级: 通量链接集合
thermalexpansion:augment:401, 升级: 通量维修复原
thermalexpansion:augment:402, 升级: 抛物通量耦合
thermalexpansion:augment:416, 升级: 生物离心分解
thermalexpansion:augment:432, 升级: 模板精确对准
thermalexpansion:augment:433, 升级: 流体循环制造
thermalexpansion:augment:448, 升级: 反应催化试剂
thermalexpansion:augment:496, 升级: 火成碎屑注入
thermalexpansion:augment:497, 升级: 碎屑沉积
thermalexpansion:augment:512, 升级: 辅助传动线圈
thermalexpansion:augment:513, 升级: 燃料催化加速
thermalexpansion:augment:514, 升级: 传输线圈管道
thermalexpansion:augment:515, 升级: 励磁限制装置
thermalexpansion:augment:576, 升级: 蒸汽锅炉转化
thermalexpansion:augment:640, 升级: 涡轮增压装置
thermalexpansion:augment:656, 升级: 熵增抑制容器
thermalexpansion:augment:672, 升级: 闭环冷却系统
thermalexpansion:augment:673, 升级: 缸内喷射点火
thermalexpansion:augment:674, 升级: 煽动流形
thermalexpansion:augment:688, 升级: 基础反应催化
thermalexpansion:augment:704, 升级: 魔力弱化分离
thermalexpansion:augment:720, 升级: 宝石印刻校准
thermalexpansion:florb:0, 流体球 (空§r)
thermalexpansion:florb:1, 熔岩流体球 (空§r)
thermalexpansion:morb:0, 生物球 (空§r)
thermalexpansion:morb:1, 可复用生物球 (空§r)
malisisdoors:wood_sliding_door, 木框玻璃门
malisisdoors:iron_sliding_door, 铁框玻璃门
malisisdoors:jail_door, 监狱门
malisisdoors:laboratory_door, 实验室门
malisisdoors:factory_door, 工厂门
malisisdoors:shoji_door, 障子门
malisisdoors:curtain_white, 白色窗帘
malisisdoors:curtain_orange, 橙色窗帘
malisisdoors:curtain_magenta, 品红色窗帘
malisisdoors:curtain_light_blue, 淡蓝色窗帘
malisisdoors:curtain_yellow, 黄色窗帘
malisisdoors:curtain_lime, 黄绿色窗帘
malisisdoors:curtain_pink, 粉红色窗帘
malisisdoors:curtain_gray, 灰色窗帘
malisisdoors:curtain_silver, 淡灰色窗帘
malisisdoors:curtain_cyan, 青色窗帘
malisisdoors:curtain_purple, 紫色窗帘
malisisdoors:curtain_blue, 蓝色窗帘
malisisdoors:curtain_brown, 棕色窗帘
malisisdoors:curtain_green, 绿色窗帘
malisisdoors:curtain_red, 红色窗帘
malisisdoors:curtain_black, 黑色窗帘
malisisdoors:customdooritem, 自定义门
malisisdoors:saloon, 酒吧门
malisisdoors:sliding_trapdoor, 滑动活板门
malisisdoors:trapdoor_acacia, 金合欢木活板门
malisisdoors:trapdoor_birch, 桦木活板门
malisisdoors:trapdoor_dark_oak, 深色橡木活板门
malisisdoors:trapdoor_jungle, 丛林木活板门
malisisdoors:trapdoor_spruce, 云杉木活板门
malisisdoors:camofencegate, 迷彩栅栏门
malisisdoors:verticalhatch, 强化门
malisisdoors:garage_door, 车库门
malisisdoors:carriage_door, 宅门
malisisdoors:medieval_door, 中世纪门
malisisdoors:big_door_oak_3x3, 橡木大门
malisisdoors:big_door_spruce_3x3, 云杉木大门
malisisdoors:big_door_birch_3x3, 桦木大门
malisisdoors:big_door_jungle_3x3, 从林木大门
malisisdoors:big_door_acacia_3x3, 合金欢木大门
malisisdoors:big_door_dark_oak_3x3, 深色橡木大门
malisisdoors:big_door_iron_3x3, 铁质大门
malisisdoors:big_door_rusty_3x3, 生锈的铁质大门
malisisdoors:rustyhatch, 生锈舱门
malisisdoors:rustyhandle, 生锈手轮
malisisdoors:rustyladder, 生锈铁梯
malisisdoors:door_factory, 制门工厂
malisisdoors:forcefielditem, 力场控制器
malisisdoors:hitechdoor, 高科技门
openblocks:ladder, 梯子活板门
openblocks:guide, 建筑指导仪
openblocks:builder_guide, 强化建筑指导仪
openblocks:elevator:0, 电梯
openblocks:elevator:1, 电梯
openblocks:elevator:2, 电梯
openblocks:elevator:3, 电梯
openblocks:elevator:4, 电梯
openblocks:elevator:5, 电梯
openblocks:elevator:6, 电梯
openblocks:elevator:7, 电梯
openblocks:elevator:8, 电梯
openblocks:elevator:9, 电梯
openblocks:elevator:10, 电梯
openblocks:elevator:11, 电梯
openblocks:elevator:12, 电梯
openblocks:elevator:13, 电梯
openblocks:elevator:14, 电梯
openblocks:elevator:15, 电梯
openblocks:elevator_rotating:0, 旋转电梯
openblocks:elevator_rotating:1, 旋转电梯
openblocks:elevator_rotating:2, 旋转电梯
openblocks:elevator_rotating:3, 旋转电梯
openblocks:elevator_rotating:4, 旋转电梯
openblocks:elevator_rotating:5, 旋转电梯
openblocks:elevator_rotating:6, 旋转电梯
openblocks:elevator_rotating:7, 旋转电梯
openblocks:elevator_rotating:8, 旋转电梯
openblocks:elevator_rotating:9, 旋转电梯
openblocks:elevator_rotating:10, 旋转电梯
openblocks:elevator_rotating:11, 旋转电梯
openblocks:elevator_rotating:12, 旋转电梯
openblocks:elevator_rotating:13, 旋转电梯
openblocks:elevator_rotating:14, 旋转电梯
openblocks:elevator_rotating:15, 旋转电梯
openblocks:heal, 治愈方块
openblocks:target, 靶子
openblocks:grave, 墓碑
openblocks:flag:5, 旗子
openblocks:tank, 蓄水槽
openblocks:trophy, 纪念雕像
openblocks:beartrap, 捕兽夹
openblocks:sprinkler, 洒水器
openblocks:cannon, 投掷加农炮
openblocks:vacuum_hopper, 虚空漏斗
openblocks:sponge, 海绵
openblocks:big_button, 大型石按钮
openblocks:big_button_wood, 木质大型按钮
openblocks:imaginary:0, 魔法铅笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:imaginary:1, 魔法蜡笔
openblocks:fan, 风扇
openblocks:xp_bottler, 经验装瓶器
openblocks:village_highlighter, 村庄高亮仪
openblocks:path, 铺路石
openblocks:auto_anvil, 自动铁砧
openblocks:auto_enchantment_table, 自动附魔台
openblocks:xp_drain, 经验地漏
openblocks:block_breaker, 方块采掘器
openblocks:block_placer, 方块放置器
openblocks:item_dropper, 物品投掷器
openblocks:rope_ladder, 绳梯
openblocks:donation_station, 捐助站
openblocks:paint_mixer, 调色器
openblocks:canvas, 画布
openblocks:paint_can, 颜料罐
openblocks:canvas_glass, 画布
openblocks:projector, 高度图投影仪
openblocks:drawing_table, 绘图桌
openblocks:sky:0, 天空方块
openblocks:sky:1, 天空方块
openblocks:xp_shower, 经验莲蓬头
openblocks:golden_egg, 金蛋
openblocks:scaffolding, 脚手架
openblocks:hang_glider, 滑翔翼
openblocks:generic:0, 滑翔翼
openblocks:generic:1, 连杆
openblocks:generic:2, 起重机引擎
openblocks:generic:3, 起重机磁铁
openblocks:generic:5, 缆绳
openblocks:generic:6, 地图调节器模块
openblocks:generic:7, 地图存储模块
openblocks:generic:9, 助力底座
openblocks:generic:10, 空白模板
openblocks:generic:11, 绘图笔
openblocks:luggage, 行李箱
openblocks:sonic_glasses, 音波眼镜
openblocks:pencil_glasses:0, 铅笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:crayon_glasses:0, 蜡笔眼镜
openblocks:technicolor_glasses:0, 惊艳科幻色调眼镜
openblocks:serious_glasses:0, 恶棍眼镜
openblocks:crane_control, 起重机控制器
openblocks:crane_backpack, 起重机背包
openblocks:slimalyzer, 史莱姆区块探测器
openblocks:xp_bucket, 液态经验桶
openblocks:sleeping_bag, 睡袋
openblocks:paintbrush, 颜料刷
openblocks:stencil:0, 模板
openblocks:stencil:1, 模板
openblocks:stencil:2, 模板
openblocks:stencil:3, 模板
openblocks:stencil:4, 模板
openblocks:stencil:5, 模板
openblocks:stencil:6, 模板
openblocks:stencil:7, 模板
openblocks:stencil:8, 模板
openblocks:stencil:9, 模板
openblocks:stencil:10, 模板
openblocks:stencil:11, 模板
openblocks:stencil:12, 模板
openblocks:stencil:13, 模板
openblocks:stencil:14, 模板
openblocks:squeegee, 刮刀
openblocks:empty_map, 空白地图
openblocks:cartographer:0, 制图机器人
openblocks:tasty_clay, 美味粘土
openblocks:golden_eye, 黄金之眼
openblocks:generic_unstackable:0, 指针
openblocks:cursor, 游标
openblocks:info_book, 用开放式方块主宰世界
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, 海绵棒
openblocks:pedometer, 计步器
openblocks:epic_eraser, 史诗橡皮擦
openblocks:wrench, 大金属棒
openblocks:glyph:32, " " 雕文
openblocks:glyph:48, "0" 雕文
openblocks:glyph:49, "1" 雕文
openblocks:glyph:50, "2" 雕文
openblocks:glyph:51, "3" 雕文
openblocks:glyph:52, "4" 雕文
openblocks:glyph:53, "5" 雕文
openblocks:glyph:54, "6" 雕文
openblocks:glyph:55, "7" 雕文
openblocks:glyph:56, "8" 雕文
openblocks:glyph:57, "9" 雕文
openblocks:glyph:65, "A" 雕文
openblocks:glyph:66, "B" 雕文
openblocks:glyph:67, "C" 雕文
openblocks:glyph:68, "D" 雕文
openblocks:glyph:69, "E" 雕文
openblocks:glyph:70, "F" 雕文
openblocks:glyph:71, "G" 雕文
openblocks:glyph:72, "H" 雕文
openblocks:glyph:73, "I" 雕文
openblocks:glyph:74, "J" 雕文
openblocks:glyph:75, "K" 雕文
openblocks:glyph:76, "L" 雕文
openblocks:glyph:77, "M" 雕文
openblocks:glyph:78, "N" 雕文
openblocks:glyph:79, "O" 雕文
openblocks:glyph:80, "P" 雕文
openblocks:glyph:81, "Q" 雕文
openblocks:glyph:82, "R" 雕文
openblocks:glyph:83, "S" 雕文
openblocks:glyph:84, "T" 雕文
openblocks:glyph:85, "U" 雕文
openblocks:glyph:86, "V" 雕文
openblocks:glyph:87, "W" 雕文
openblocks:glyph:88, "X" 雕文
openblocks:glyph:89, "Y" 雕文
openblocks:glyph:90, "Z" 雕文
openblocks:glyph:97, "a" 雕文
openblocks:glyph:98, "b" 雕文
openblocks:glyph:99, "c" 雕文
openblocks:glyph:100, "d" 雕文
openblocks:glyph:101, "e" 雕文
openblocks:glyph:102, "f" 雕文
openblocks:glyph:103, "g" 雕文
openblocks:glyph:104, "h" 雕文
openblocks:glyph:105, "i" 雕文
openblocks:glyph:106, "j" 雕文
openblocks:glyph:107, "k" 雕文
openblocks:glyph:108, "l" 雕文
openblocks:glyph:109, "m" 雕文
openblocks:glyph:110, "n" 雕文
openblocks:glyph:111, "o" 雕文
openblocks:glyph:112, "p" 雕文
openblocks:glyph:113, "q" 雕文
openblocks:glyph:114, "r" 雕文
openblocks:glyph:115, "s" 雕文
openblocks:glyph:116, "t" 雕文
openblocks:glyph:117, "u" 雕文
openblocks:glyph:118, "v" 雕文
openblocks:glyph:119, "w" 雕文
openblocks:glyph:120, "x" 雕文
openblocks:glyph:121, "y" 雕文
openblocks:glyph:122, "z" 雕文
packagedauto:packager, 打包机
packagedauto:encoder, 打包合成编码器
packagedauto:unpackager, 解包机
packagedauto:packager_extension, 打包机扩展
packagedauto:recipe_holder, 样板包储存器
